time_of_the_day,Day,CPU_Usage(%),Memory_Usage(%),Network_bandwidth_usage,Number_of_active_request,Response_time(ms),Disk_I/O
14:59,Saturday,184,143,406,611,701,92
15:00,Saturday,175,137,392,586,677,88
15:01,Saturday,176,137,393,589,679,88
15:02,Saturday,177,138,395,592,682,89
15:03,Saturday,178,139,396,594,685,89
15:04,Saturday,179,139,398,597,688,90
15:05,Saturday,180,140,400,600,690,90
15:06,Saturday,181,141,401,603,693,91
15:07,Saturday,182,141,403,605,696,91
15:08,Saturday,183,142,405,608,699,92
15:09,Saturday,184,143,406,611,701,92
15:10,Saturday,175,137,392,586,677,88
15:11,Saturday,176,137,393,589,679,88
15:12,Saturday,177,138,395,592,682,89
15:13,Saturday,178,139,396,594,685,89
15:14,Saturday,179,139,398,597,688,90
15:15,Saturday,180,140,400,600,690,90
15:16,Saturday,181,141,401,603,693,91
15:17,Saturday,182,141,403,605,696,91
15:18,Saturday,183,142,405,608,699,92
15:19,Saturday,184,143,406,611,701,92
15:20,Saturday,175,137,392,586,677,88
15:21,Saturday,176,137,393,589,679,88
15:22,Saturday,177,138,395,592,682,89
15:23,Saturday,178,139,396,594,685,89
15:24,Saturday,179,139,398,597,688,90
15:25,Saturday,180,140,400,600,690,90
15:26,Saturday,181,141,401,603,693,91
15:27,Saturday,179,139,399,598,688,90
15:28,Saturday,178,138,397,595,685,89
15:29,Saturday,177,138,396,593,683,89
15:30,Saturday,176,137,394,591,681,88
15:31,Saturday,175,137,393,588,679,88
15:32,Saturday,174,136,391,586,676,87
15:33,Saturday,173,136,390,584,674,87
15:34,Saturday,173,135,388,581,672,86
15:35,Saturday,172,134,387,579,670,86
15:36,Saturday,171,134,385,577,667,85
15:37,Saturday,170,133,384,575,665,85
15:38,Saturday,169,133,382,572,663,84
15:39,Saturday,168,132,381,570,661,84
15:40,Saturday,167,131,379,568,658,83
15:41,Saturday,166,131,378,565,656,83
15:42,Saturday,165,130,376,563,654,82
15:43,Saturday,164,130,375,561,652,82
15:44,Saturday,163,129,373,558,649,81
15:45,Saturday,162,129,372,556,647,81
15:46,Saturday,161,128,370,554,645,80
15:47,Saturday,160,127,369,552,643,80
15:48,Saturday,159,127,367,549,640,79
15:49,Saturday,158,126,366,547,638,79
15:50,Saturday,157,126,364,545,636,78
15:51,Saturday,156,125,363,542,634,78
15:52,Saturday,155,125,361,540,631,77
15:53,Saturday,154,124,360,538,629,77
15:54,Saturday,153,123,358,536,627,76
15:55,Saturday,152,123,357,533,625,76
15:56,Saturday,151,122,355,531,622,75
15:57,Saturday,150,122,354,529,620,75
15:58,Saturday,149,121,352,527,618,74
15:59,Saturday,148,121,351,524,616,74
16:00,Saturday,147,120,349,522,613,73
16:01,Saturday,146,119,348,520,611,73
16:02,Saturday,145,119,346,518,609,72
16:03,Saturday,144,118,345,515,607,72
16:04,Saturday,143,118,343,513,604,71
16:05,Saturday,142,117,342,511,602,71
16:06,Saturday,141,117,340,509,600,70
16:07,Saturday,140,116,339,506,598,70
16:08,Saturday,139,115,337,504,595,69
16:09,Saturday,138,115,336,502,593,69
16:10,Saturday,137,114,334,500,591,68
16:11,Saturday,136,114,333,497,589,68
16:12,Saturday,135,113,331,495,586,67
16:13,Saturday,134,113,330,493,584,67
16:14,Saturday,133,112,328,491,582,66
16:15,Saturday,132,111,327,488,580,66
16:16,Saturday,131,111,325,486,577,65
16:17,Saturday,130,110,324,484,575,65
16:18,Saturday,129,110,322,482,573,64
16:19,Saturday,128,109,321,479,571,64
16:20,Saturday,127,109,319,477,568,63
16:21,Saturday,126,108,318,475,566,63
16:22,Saturday,125,108,316,473,564,62
16:23,Saturday,124,107,315,470,562,62
16:24,Saturday,123,107,313,468,559,61
16:25,Saturday,122,106,312,466,557,61
16:26,Saturday,121,105,310,464,555,60
16:27,Saturday,120,105,309,461,553,60
16:28,Saturday,119,104,307,459,550,59
16:29,Saturday,118,104,306,457,548,59
16:30,Saturday,117,103,304,455,546,58
16:31,Saturday,116,102,302,452,543,58
16:32,Saturday,115,102,301,450,541,57
16:33,Saturday,114,101,299,448,539,57
16:34,Saturday,113,101,298,446,537,56
16:35,Saturday,112,100,296,443,534,56
16:36,Saturday,111,100,295,441,532,55
16:37,Saturday,110,99,293,439,530,55
16:38,Saturday,109,99,292,437,528,54
16:39,Saturday,108,98,290,434,525,54
16:40,Saturday,107,98,289,432,523,53
16:41,Saturday,106,97,287,430,521,53
16:42,Saturday,105,97,286,428,519,52
16:43,Saturday,104,96,284,425,516,52
16:44,Saturday,103,95,283,423,514,51
16:45,Saturday,102,95,281,421,512,51
16:46,Saturday,101,94,280,419,510,50
16:47,Saturday,100,94,278,416,507,50
16:48,Saturday,99,93,277,414,505,49
16:49,Saturday,98,93,275,412,503,49
16:50,Saturday,97,92,274,410,501,48
16:51,Saturday,96,92,272,407,498,48
16:52,Saturday,95,91,271,405,496,47
16:53,Saturday,94,90,269,403,494,47
16:54,Saturday,93,90,268,401,492,46
16:55,Saturday,92,89,266,398,489,46
16:56,Saturday,91,89,265,396,487,45
16:57,Saturday,90,88,263,394,485,45
16:58,Saturday,89,88,262,392,483,44
16:59,Saturday,88,87,260,389,480,44
17:00,Saturday,87,87,259,387,478,43
17:01,Saturday,86,86,257,385,476,43
17:02,Saturday,85,86,256,383,474,42
17:03,Saturday,84,85,254,380,471,42
17:04,Saturday,83,85,253,378,469,41
17:05,Saturday,82,84,251,376,467,41
17:06,Saturday,81,83,250,374,465,40
17:07,Saturday,80,83,248,371,462,40
17:08,Saturday,79,82,247,369,460,39
17:09,Saturday,78,82,245,367,458,39
17:10,Saturday,77,81,244,365,456,38
17:11,Saturday,76,81,242,362,453,38
17:12,Saturday,75,80,241,360,451,37
17:13,Saturday,74,80,239,358,449,37
17:14,Saturday,73,79,238,356,447,36
17:15,Saturday,72,78,236,353,444,36
17:16,Saturday,71,78,235,351,442,35
17:17,Saturday,70,77,233,349,440,35
17:18,Saturday,69,77,232,347,438,34
17:19,Saturday,68,76,230,344,435,34
17:20,Saturday,67,76,229,342,433,33
17:21,Saturday,66,75,227,340,431,33
17:22,Saturday,65,75,226,338,429,32
17:23,Saturday,64,74,224,335,426,32
17:24,Saturday,63,74,223,333,424,31
17:25,Saturday,62,73,221,331,422,31
17:26,Saturday,61,72,220,329,420,30
17:27,Saturday,60,72,218,326,417,30
17:28,Saturday,59,71,217,324,415,29
17:29,Saturday,58,71,215,322,413,29
17:30,Saturday,57,70,214,320,411,28
17:31,Saturday,56,70,212,317,408,28
17:32,Saturday,55,69,211,315,406,27
17:33,Saturday,54,69,209,313,404,27
17:34,Saturday,53,68,208,311,402,26
17:35,Saturday,52,67,206,308,399,26
17:36,Saturday,51,67,205,306,397,25
17:37,Saturday,50,66,203,304,395,25
17:38,Saturday,49,66,202,302,393,24
17:39,Saturday,48,65,200,299,390,24
17:40,Saturday,47,65,199,297,388,23
17:41,Saturday,46,64,197,295,386,23
17:42,Friday,45,64,196,293,384,22
17:43,Friday,44,63,194,290,381,22
17:44,Friday,43,62,193,288,379,21
17:45,Friday,42,62,191,286,377,21
17:46,Friday,41,61,190,284,375,20
17:47,Friday,40,61,188,281,372,20
17:48,Friday,39,60,187,279,370,19
17:49,Friday,38,60,185,277,368,19
17:50,Friday,37,59,184,275,366,18
17:51,Friday,36,59,182,272,363,18
17:52,Friday,35,58,181,270,361,17
17:53,Friday,34,57,179,268,359,17
17:54,Friday,33,57,178,266,357,16
17:55,Friday,32,56,176,263,354,16
17:56,Friday,31,56,175,261,352,15
17:57,Friday,30,55,173,259,350,15
17:58,Friday,30,55,172,257,348,14
17:59,Friday,39,54,170,254,345,14
18:00,Friday,38,54,169,252,343,13
18:01,Saturday,37,53,167,250,341,13
18:02,Saturday,36,53,166,248,339,12
18:03,Saturday,35,52,164,245,336,12
18:04,Saturday,34,51,163,243,334,11
18:05,Saturday,33,51,161,241,332,11
18:06,Saturday,32,50,160,239,330,10
18:07,Saturday,31,50,158,236,327,10
18:08,Saturday,30,49,157,234,325,9
18:09,Saturday,29,49,155,232,323,9
18:10,Saturday,28,48,154,230,321,8
18:11,Saturday,27,48,152,227,318,8
18:12,Saturday,26,47,151,225,316,7
18:13,Saturday,25,47,149,223,314,7
18:14,Saturday,24,46,148,221,312,6
18:15,Saturday,23,45,146,218,309,6
18:16,Saturday,22,45,145,216,307,5
18:17,Saturday,21,44,143,214,305,5
18:18,Saturday,20,44,142,212,303,4
18:19,Saturday,19,43,140,209,300,4
18:20,Saturday,18,43,139,207,298,3
18:21,Saturday,17,42,137,205,296,3
18:22,Saturday,16,42,136,203,294,2
18:23,Saturday,15,41,134,200,291,2
18:24,Saturday,14,41,133,198,289,1
18:25,Saturday,13,40,131,196,287,1
18:26,Saturday,12,39,130,194,285,0
18:27,Saturday,11,39,128,191,282,0
18:28,Saturday,10,38,127,189,280,-1
18:29,Saturday,9,38,125,187,278,-1
18:30,Saturday,8,37,124,185,276,-2
18:31,Saturday,7,37,122,182,273,-2
18:32,Saturday,6,36,121,180,271,-3
18:33,Saturday,5,36,119,178,269,-3
18:34,Saturday,4,35,118,176,267,-4
18:35,Saturday,3,34,116,173,264,-4
18:36,Saturday,2,34,115,171,262,-5
18:37,Saturday,1,33,113,169,260,-5
18:38,Saturday,0,33,112,167,258,-6
18:39,Saturday,-1,32,110,164,255,-6
18:40,Saturday,-2,32,109,162,253,-7
18:41,Saturday,-3,31,107,160,251,-7
18:42,Saturday,-4,31,106,158,249,-8
18:43,Saturday,-5,30,104,155,246,-8
18:44,Saturday,-6,30,103,153,244,-9
18:45,Saturday,-7,29,101,151,242,-9
18:46,Saturday,-8,28,100,149,240,-10
18:47,Saturday,-9,28,98,146,237,-10
18:48,Saturday,-10,27,97,144,235,-11
18:49,Saturday,-11,27,95,142,233,-11
18:50,Saturday,-12,26,94,140,231,-12
18:51,Saturday,-13,26,92,137,228,-12
18:52,Saturday,-14,25,91,135,226,-13
18:53,Saturday,-15,25,89,133,224,-13
18:54,Saturday,-16,24,88,131,222,-14
18:55,Saturday,-17,23,86,128,219,-14
18:56,Saturday,-18,23,85,126,217,-15
18:57,Saturday,-19,22,83,124,215,-15
18:58,Saturday,-20,22,82,122,213,-16
18:59,Saturday,-21,21,80,119,210,-16
19:00,Saturday,35,45,140,200,270,25
19:01,Saturday,34,44,138,198,268,24
19:02,Saturday,33,43,136,196,266,23
19:03,Saturday,32,42,134,194,264,22
19:04,Saturday,31,41,132,192,262,21
19:05,Saturday,30,40,130,190,260,20
19:06,Saturday,29,39,128,188,258,19
19:07,Saturday,28,38,126,186,256,18
19:08,Saturday,27,37,124,184,254,17
19:09,Saturday,26,36,122,182,252,16
19:10,Saturday,25,35,120,180,250,15
19:11,Saturday,26,36,121,181,251,16
19:12,Saturday,27,37,123,183,253,17
19:13,Saturday,28,38,125,185,255,18
19:14,Saturday,29,39,127,187,257,19
19:15,Saturday,30,40,129,189,259,20
19:16,Saturday,31,41,131,191,261,21
19:17,Saturday,32,42,133,193,263,22
19:18,Saturday,33,43,135,195,265,23
19:19,Saturday,34,44,137,197,267,24
19:20,Saturday,35,45,139,199,269,25
19:21,Saturday,34,44,138,198,268,24
19:22,Saturday,33,43,136,196,266,23
19:23,Saturday,32,42,134,194,264,22
19:24,Saturday,31,41,132,192,262,21
19:25,Saturday,30,40,130,190,260,20
19:26,Saturday,29,39,128,188,258,19
19:27,Saturday,28,38,126,186,256,18
19:28,Saturday,27,37,124,184,254,17
19:29,Saturday,26,36,122,182,252,16
19:30,Saturday,25,35,120,180,250,15
19:31,Saturday,24,34,118,178,248,14
19:32,Saturday,23,33,116,176,246,13
19:33,Saturday,22,32,114,174,244,12
19:34,Saturday,21,31,112,172,242,11
19:35,Saturday,20,30,110,170,240,10
19:36,Saturday,19,29,108,168,238,9
19:37,Saturday,18,28,106,166,236,8
19:38,Saturday,17,27,104,164,234,7
19:39,Saturday,16,26,102,162,232,6
19:40,Saturday,15,25,100,160,230,5
19:41,Saturday,16,26,101,161,231,6
19:42,Saturday,17,27,103,163,233,7
19:43,Saturday,18,28,105,165,235,8
19:44,Saturday,19,29,107,167,237,9
19:45,Saturday,20,30,109,169,239,10
19:46,Saturday,21,31,111,171,241,11
19:47,Saturday,22,32,113,173,243,12
19:48,Saturday,23,33,115,175,245,13
19:49,Saturday,24,34,117,177,247,14
19:50,Saturday,25,35,119,179,249,15
19:51,Saturday,26,36,121,181,251,16
19:52,Saturday,27,37,123,183,253,17
19:53,Saturday,28,38,125,185,255,18
19:54,Saturday,29,39,127,187,257,19
19:55,Saturday,30,40,129,189,259,20
19:56,Saturday,29,39,128,188,258,19
19:57,Saturday,28,38,126,186,256,18
19:58,Saturday,27,37,124,184,254,17
19:59,Saturday,26,36,122,182,252,16
20:00,Saturday,25,35,120,180,250,15
20:01,Saturday,24,34,118,178,248,14
20:02,Saturday,23,33,116,176,246,13
20:03,Saturday,22,32,114,174,244,12
20:04,Saturday,21,31,112,172,242,11
20:05,Saturday,20,30,110,170,240,10
20:06,Saturday,19,29,108,168,238,9
20:07,Saturday,18,28,106,166,236,8
20:08,Saturday,17,27,104,164,234,7
20:09,Saturday,16,26,102,162,232,6
20:10,Saturday,15,25,100,160,230,5
20:11,Saturday,16,26,101,161,231,6
20:12,Saturday,17,27,103,163,233,7
20:13,Saturday,18,28,105,165,235,8
20:14,Saturday,19,29,107,167,237,9
20:15,Saturday,20,30,109,169,239,10
20:16,Saturday,21,31,111,171,241,11
20:17,Saturday,22,32,113,173,243,12
20:18,Saturday,23,33,115,175,245,13
20:19,Saturday,24,34,117,177,247,14
20:20,Saturday,25,35,119,179,249,15
20:21,Saturday,24,34,118,178,248,14
20:22,Saturday,23,33,116,176,246,13
20:23,Saturday,22,32,114,174,244,12
20:24,Saturday,21,31,112,172,242,11
20:25,Saturday,20,30,110,170,240,10
20:26,Saturday,19,29,108,168,238,9
20:27,Saturday,18,28,106,166,236,8
20:28,Saturday,17,27,104,164,234,7
20:29,Saturday,16,26,102,162,232,6
20:30,Saturday,15,25,100,160,230,5
20:31,Saturday,14,24,98,158,228,4
20:32,Saturday,13,23,96,156,226,3
20:33,Saturday,12,22,94,154,224,2
20:34,Saturday,11,21,92,152,222,1
20:35,Saturday,10,20,90,150,220,0
20:36,Saturday,9,19,88,148,218,-1
20:37,Saturday,8,18,86,146,216,-2
20:38,Saturday,7,17,84,144,214,-3
20:39,Saturday,6,16,82,142,212,-4
20:40,Saturday,5,15,80,140,210,-5
20:41,Saturday,6,16,81,141,211,-4
20:42,Saturday,7,17,83,143,213,-3
20:43,Saturday,8,18,85,145,215,-2
20:44,Saturday,9,19,87,147,217,-1
20:45,Saturday,10,20,89,149,219,0
20:46,Saturday,9,19,88,148,218,-1
20:47,Saturday,8,18,86,146,216,-2
20:48,Saturday,7,17,84,144,214,-3
20:49,Saturday,6,16,82,142,212,-4
20:50,Saturday,5,15,80,140,210,-5
20:51,Saturday,4,14,78,138,208,-6
20:52,Saturday,3,13,76,136,206,-7
20:53,Saturday,2,12,74,134,204,-8
20:54,Saturday,1,11,72,132,202,-9
20:55,Saturday,0,10,70,130,200,-10
20:56,Saturday,1,10,71,131,201,-9
20:57,Saturday,2,11,73,133,203,-8
20:58,Saturday,3,12,75,135,205,-7
20:59,Saturday,4,13,77,137,207,-6
21:00,Saturday,5,14,79,139,209,-5
21:01,Saturday,6,15,81,141,211,-4
21:02,Saturday,7,16,83,143,213,-3
21:03,Saturday,8,17,85,145,215,-2
21:04,Saturday,9,18,87,147,217,-1
21:05,Saturday,10,19,89,149,219,0
21:06,Saturday,9,18,88,148,218,-1
21:07,Saturday,8,17,86,146,216,-2
21:08,Saturday,7,16,84,144,214,-3
21:09,Saturday,6,15,82,142,212,-4
21:10,Saturday,5,14,80,140,210,-5
21:11,Saturday,4,13,78,138,208,-6
21:12,Saturday,3,12,76,136,206,-7
21:13,Saturday,2,11,74,134,204,-8
21:14,Saturday,1,10,72,132,202,-9
21:15,Saturday,0,9,70,130,200,-10
21:16,Saturday,1,9,71,131,201,-9
21:17,Saturday,2,10,73,133,203,-8
21:18,Saturday,3,11,75,135,205,-7
21:19,Saturday,4,12,77,137,207,-6
21:20,Saturday,5,13,79,139,209,-5
21:21,Saturday,6,14,81,141,211,-4
21:22,Saturday,7,15,83,143,213,-3
21:23,Saturday,8,16,85,145,215,-2
21:24,Saturday,9,17,87,147,217,-1
21:25,Saturday,10,18,89,149,219,0
21:26,Saturday,9,17,88,148,218,-1
21:27,Saturday,8,16,86,146,216,-2
21:28,Saturday,7,15,84,144,214,-3
21:29,Saturday,6,14,82,142,212,-4
21:30,Saturday,5,13,80,140,210,-5
21:31,Saturday,4,12,78,138,208,-6
21:32,Saturday,3,11,76,136,206,-7
21:33,Saturday,2,10,74,134,204,-8
21:34,Saturday,1,9,72,132,202,-9
21:35,Saturday,0,8,70,130,200,-10
21:36,Saturday,1,8,71,131,201,-9
21:37,Saturday,2,9,73,133,203,-8
21:38,Saturday,3,10,75,135,205,-7
21:39,Saturday,4,11,77,137,207,-6
21:40,Saturday,5,12,79,139,209,-5
21:41,Saturday,6,13,81,141,211,-4
21:42,Saturday,7,14,83,143,213,-3
21:43,Saturday,8,15,85,145,215,-2
21:44,Saturday,9,16,87,147,217,-1
21:45,Saturday,10,17,89,149,219,0
21:46,Saturday,11,18,91,151,221,1
21:47,Saturday,12,19,93,153,223,2
21:48,Saturday,13,20,95,155,225,3
21:49,Saturday,14,21,97,157,227,4
21:50,Saturday,15,22,99,159,229,5
21:51,Saturday,14,21,98,158,228,4
21:52,Saturday,13,20,96,156,226,3
21:53,Saturday,12,19,94,154,224,2
21:54,Saturday,11,18,92,152,222,1
21:55,Saturday,10,17,90,150,220,0
21:56,Saturday,9,16,88,148,218,-1
21:57,Saturday,8,15,86,146,216,-2
21:58,Saturday,7,14,84,144,214,-3
21:59,Saturday,6,13,82,142,212,-4
22:00,Saturday,5,12,80,140,210,-5
22:01,Saturday,4,11,78,138,208,-6
22:02,Saturday,3,10,76,136,206,-7
22:03,Saturday,2,9,74,134,204,-8
22:04,Saturday,1,8,72,132,202,-9
22:05,Saturday,0,7,70,130,200,-10
22:06,Saturday,1,8,71,131,201,-9
22:07,Saturday,2,9,73,133,203,-8
22:08,Saturday,3,10,75,135,205,-7
22:09,Saturday,4,11,77,137,207,-6
22:10,Saturday,5,12,79,139,209,-5
22:11,Saturday,6,13,81,141,211,-4
22:12,Saturday,7,14,83,143,213,-3
22:13,Saturday,8,15,85,145,215,-2
22:14,Saturday,9,16,87,147,217,-1
22:15,Saturday,10,17,89,149,219,0
22:16,Saturday,9,16,88,148,218,-1
22:17,Saturday,8,15,86,146,216,-2
22:18,Saturday,7,14,84,144,214,-3
22:19,Saturday,6,13,82,142,212,-4
22:20,Saturday,5,12,80,140,210,-5
22:21,Saturday,4,11,78,138,208,-6
22:22,Saturday,3,10,76,136,206,-7
22:23,Saturday,2,9,74,134,204,-8
22:24,Saturday,1,8,72,132,202,-9
22:25,Saturday,0,7,70,130,200,-10
22:26,Saturday,1,7,71,131,201,-9
22:27,Saturday,2,8,73,133,203,-8
22:28,Saturday,3,9,75,135,205,-7
22:29,Saturday,4,10,77,137,207,-6
22:30,Saturday,5,11,79,139,209,-5
22:31,Saturday,6,12,81,141,211,-4
22:32,Saturday,7,13,83,143,213,-3
22:33,Saturday,8,14,85,145,215,-2
22:34,Saturday,9,15,87,147,217,-1
22:35,Saturday,10,16,89,149,219,0
22:36,Saturday,11,17,91,151,221,1
22:37,Saturday,12,18,93,153,223,2
22:38,Saturday,13,19,95,155,225,3
22:39,Saturday,14,20,97,157,227,4
22:40,Saturday,15,21,99,159,229,5
22:41,Saturday,14,20,98,158,228,4
22:42,Saturday,13,19,96,156,226,3
22:43,Saturday,12,18,94,154,224,2
22:44,Saturday,11,17,92,152,222,1
22:45,Saturday,10,16,90,150,220,0
22:46,Saturday,9,15,88,148,218,-1
22:47,Saturday,8,14,86,146,216,-2
22:48,Saturday,7,13,84,144,214,-3
22:49,Saturday,6,12,82,142,212,-4
22:50,Saturday,5,11,80,140,210,-5
22:51,Saturday,4,10,79,139,209,-6
22:52,Saturday,3,9,77,137,207,-7
22:53,Saturday,2,8,75,135,205,-8
22:54,Saturday,1,7,73,133,203,-9
22:55,Saturday,0,6,71,131,201,-10
22:56,Saturday,1,7,72,132,202,-9
22:57,Saturday,2,8,74,134,204,-8
22:58,Saturday,3,9,76,136,206,-7
22:59,Saturday,4,10,78,138,208,-6
23:00,Saturday,5,11,80,140,210,-5
23:01,Saturday,6,12,81,141,211,-4
23:02,Saturday,7,13,83,143,213,-3
23:03,Saturday,8,14,85,145,215,-2
23:04,Saturday,9,15,87,147,217,-1
23:05,Saturday,10,16,89,149,219,0
23:06,Saturday,9,15,88,148,218,-1
23:07,Saturday,8,14,86,146,216,-2
23:08,Saturday,7,13,84,144,214,-3
23:09,Saturday,6,12,82,142,212,-4
23:10,Saturday,5,11,80,140,210,-5
23:11,Saturday,4,10,78,138,208,-6
23:12,Saturday,3,9,76,136,206,-7
23:13,Saturday,2,8,74,134,204,-8
23:14,Saturday,1,7,72,132,202,-9
23:15,Saturday,0,6,70,130,200,-10
23:16,Saturday,1,6,71,131,201,-9
23:17,Saturday,2,7,73,133,203,-8
23:18,Saturday,3,8,75,135,205,-7
23:19,Saturday,4,9,77,137,207,-6
23:20,Saturday,5,10,79,139,209,-5
23:21,Saturday,6,11,81,141,211,-4
23:22,Saturday,7,12,83,143,213,-3
23:23,Saturday,8,13,85,145,215,-2
23:24,Saturday,9,14,87,147,217,-1
23:25,Saturday,10,15,89,149,219,0
23:26,Saturday,9,14,88,148,218,-1
23:27,Saturday,8,13,86,146,216,-2
23:28,Saturday,7,12,84,144,214,-3
23:29,Saturday,6,11,82,142,212,-4
23:30,Saturday,5,10,80,140,210,-5
23:31,Saturday,4,9,78,138,208,-6
23:32,Saturday,3,8,76,136,206,-7
23:33,Saturday,2,7,74,134,204,-8
23:34,Saturday,1,6,72,132,202,-9
23:35,Saturday,0,5,70,130,200,-10
23:36,Saturday,1,5,71,131,201,-9
23:37,Saturday,2,6,73,133,203,-8
23:38,Saturday,3,7,75,135,205,-7
23:39,Saturday,4,8,77,137,207,-6
23:40,Saturday,5,9,79,139,209,-5
23:41,Saturday,6,10,81,141,211,-4
23:42,Saturday,7,11,83,143,213,-3
23:43,Saturday,8,12,85,145,215,-2
23:44,Saturday,9,13,87,147,217,-1
23:45,Saturday,10,14,89,149,219,0
23:46,Saturday,11,15,91,151,221,1
23:47,Saturday,12,16,93,153,223,2
23:48,Saturday,13,17,95,155,225,3
23:49,Saturday,14,18,97,157,227,4
23:50,Saturday,15,19,99,159,229,5
23:51,Saturday,14,18,98,158,228,4
23:52,Saturday,13,17,96,156,226,3
23:53,Saturday,12,16,94,154,224,2
23:54,Saturday,11,15,92,152,222,1
23:55,Saturday,10,14,90,150,220,0
23:56,Saturday,9,13,88,148,218,-1
23:57,Saturday,8,12,86,146,216,-2
23:58,Saturday,7,11,84,144,214,-3
23:59,Saturday,6,10,82,142,212,-4
00:01,Sunday,16,19,99,159,208,6
00:02,Sunday,17,20,100,160,209,7
00:03,Sunday,18,21,101,161,210,8
00:04,Sunday,19,22,102,162,211,9
00:05,Sunday,20,23,103,163,212,10
00:06,Sunday,21,24,104,164,213,11
00:07,Sunday,22,25,105,165,214,12
00:08,Sunday,23,26,106,166,215,13
00:09,Sunday,24,27,107,167,216,14
00:10,Sunday,25,28,108,168,217,15
00:11,Sunday,24,27,107,167,216,14
00:12,Sunday,23,26,106,166,215,13
00:13,Sunday,22,25,105,165,214,12
00:14,Sunday,21,24,104,164,213,11
00:15,Sunday,20,23,103,163,212,10
00:16,Sunday,19,22,102,162,211,9
00:17,Sunday,18,21,101,161,210,8
00:18,Sunday,17,20,100,160,209,7
00:19,Sunday,16,19,99,159,208,6
00:20,Sunday,15,18,98,158,207,5
00:21,Sunday,16,19,99,159,208,6
00:22,Sunday,17,20,100,160,209,7
00:23,Sunday,18,21,101,161,210,8
00:24,Sunday,19,22,102,162,211,9
00:25,Sunday,20,23,103,163,212,10
00:26,Sunday,21,24,104,164,213,11
00:27,Sunday,22,25,105,165,214,12
00:28,Sunday,23,26,106,166,215,13
00:29,Sunday,24,27,107,167,216,14
00:30,Sunday,25,28,108,168,217,15
00:31,Sunday,24,27,107,167,216,14
00:32,Sunday,23,26,106,166,215,13
00:33,Sunday,22,25,105,165,214,12
00:34,Sunday,21,24,104,164,213,11
00:35,Sunday,20,23,103,163,212,10
00:36,Sunday,19,22,102,162,211,9
00:37,Sunday,18,21,101,161,210,8
00:38,Sunday,17,20,100,160,209,7
00:39,Sunday,16,19,99,159,208,6
00:40,Sunday,15,18,98,158,207,5
00:41,Sunday,16,19,99,159,208,6
00:42,Sunday,17,20,100,160,209,7
00:43,Sunday,18,21,101,161,210,8
00:44,Sunday,19,22,102,162,211,9
00:45,Sunday,20,23,103,163,212,10
00:46,Sunday,21,24,104,164,213,11
00:47,Sunday,22,25,105,165,214,12
00:48,Sunday,23,26,106,166,215,13
00:49,Sunday,24,27,107,167,216,14
00:50,Sunday,25,28,108,168,217,15
00:51,Sunday,24,27,107,167,216,14
00:52,Sunday,23,26,106,166,215,13
00:53,Sunday,22,25,105,165,214,12
00:54,Sunday,21,24,104,164,213,11
00:55,Sunday,20,23,103,163,212,10
00:56,Sunday,19,22,102,162,211,9
00:57,Sunday,18,21,101,161,210,8
00:58,Sunday,17,20,100,160,209,7
00:59,Sunday,16,19,99,159,208,6
01:00,Sunday,15,18,98,158,207,5
01:01,Sunday,16,19,99,159,208,6
01:02,Sunday,17,20,100,160,209,7
01:03,Sunday,18,21,101,161,210,8
01:04,Sunday,19,22,102,162,211,9
01:05,Sunday,20,23,103,163,212,10
01:06,Sunday,21,24,104,164,213,11
01:07,Sunday,22,25,105,165,214,12
01:08,Sunday,23,26,106,166,215,13
01:09,Sunday,24,27,107,167,216,14
01:10,Sunday,25,28,108,168,217,15
01:11,Sunday,24,27,107,167,216,14
01:12,Sunday,23,26,106,166,215,13
01:13,Sunday,22,25,105,165,214,12
01:14,Sunday,21,24,104,164,213,11
01:15,Sunday,20,23,103,163,212,10
01:16,Sunday,19,22,102,162,211,9
01:17,Sunday,18,21,101,161,210,8
01:18,Sunday,17,20,100,160,209,7
01:19,Sunday,16,19,99,159,208,6
01:20,Sunday,15,18,98,158,207,5
01:21,Sunday,16,19,99,159,208,6
01:22,Sunday,17,20,100,160,209,7
01:23,Sunday,18,21,101,161,210,8
01:24,Sunday,19,22,102,162,211,9
01:25,Sunday,20,23,103,163,212,10
01:26,Sunday,21,24,104,164,213,11
01:27,Sunday,22,25,105,165,214,12
01:28,Sunday,23,26,106,166,215,13
01:29,Sunday,24,27,107,167,216,14
01:30,Sunday,25,28,108,168,217,15
01:31,Sunday,24,27,107,167,216,14
01:32,Sunday,23,26,106,166,215,13
01:33,Sunday,22,25,105,165,214,12
01:34,Sunday,21,24,104,164,213,11
01:35,Sunday,20,23,103,163,212,10
01:36,Sunday,19,22,102,162,211,9
01:37,Sunday,18,21,101,161,210,8
01:38,Sunday,17,20,100,160,209,7
01:39,Sunday,16,19,99,159,208,6
01:40,Sunday,15,18,98,158,207,5
01:41,Sunday,16,19,99,159,208,6
01:42,Sunday,17,20,100,160,209,7
01:43,Sunday,18,21,101,161,210,8
01:44,Sunday,19,22,102,162,211,9
01:45,Sunday,20,23,103,163,212,10
01:46,Sunday,21,24,104,164,213,11
01:47,Sunday,22,25,105,165,214,12
01:48,Sunday,23,26,106,166,215,13
01:49,Sunday,24,27,107,167,216,14
01:50,Sunday,25,28,108,168,217,15
01:51,Sunday,24,27,107,167,216,14
01:52,Sunday,23,26,106,166,215,13
